bedroom,bathroom,floors,parking,location,dhur,Aana,Paisa,Daam,roadsize(feet),Road type,Years ago,Area(sq ft),Price
0,0,2,0,"Gaushala, Kathmandu, Gaushala, Kathmandu",0,3,0,0,5,Blacktopped,1,1026.75,11000000
0,0,N/A,0,"Kadaghari, Kadaghari, Kathmandu",0,2,0,0,0,Soil Stabilized,0.916666667,684.5,15500000
0,0,N/A,4,"Na, Budhanilkantha, Kathmandu",13,,,,15,Blacktopped,1,2369.25,51000000
0,0,N/A,0,"Dhapasi, Dhapasi, Kathmandu",0,4,0,0,0,Soil Stabilized,0.916666667,1369,27000000
0,0,N/A,0,"Jharankhu, Balaju, Kathmandu",0,3,2,0,10,Soil Stabilized,0.916666667,1197.87,17000000
0,0,N/A,0,"Mandikatar, Kathmandu, Dhumbarahi, Kathmandu",0,3,2,0,16,Gravelled,1,1197.87,23000000
0,0,N/A,0,"Kadaghari, Kadaghari, Kathmandu",0,3,0,0,20,Soil Stabilized,0.666666667,1026.75,13500000
7,8,4,2,"Samakhusi, Samakhusi, Kathmandu",4,,,,14,Paved,2,729,40000000
0,0,N/A,0,"Imadol, Imadol, Lalitpur",0,3,0,0,0,Soil Stabilized,1,1026.75,19500000
5,4,3,0,"Nayabasti, Imadol, Lalitpur",3,,,,11,Gravelled,2,546.75,18000000
0,0,3,0,"Nearby Grande International Hospital, Dhapasi, Kathmandu",3,5,,,13,Soil Stabilized,2,2258,17500000
0,0,2.5,0,"Bharatpur, Chitwan, Bharatpur, Chitwan",0,3,0,0,20,Blacktopped,1,1026.75,35000000
5,5,3,4,"Na, Mandikatar, Kathmandu",13,,,,15,Blacktopped,1,2369.25,69999999
0,0,N/A,0,"Lonag height, Kavresthali, Kathmandu",0,4,0,0,10,Soil Stabilized,2,1369,10500000
0,0,N/A,0,"Seto Pati, Bhaisepati, Lalitpur",0,5,0,0,15,Soil Stabilized,1,1711.25,36000000
6,3,N/A,2,"Near Real Banquet, Bafal, Kathmandu",5,,,,12,Blacktopped,0.333333333,911.25,35000000
8,4,4,0,"Nearby Namuna Planning, Tokha, Kathmandu",0,3,2,0,20,Gravelled,2,1197.87,17000000
4,3,3,4,"Budhanilkantha, Budhanilkantha, Kathmandu",0,8,0,0,13,Soil Stabilized,3,2738,25000000
4,4,N/A,1,"bhaisepati, Bhaisepati, Lalitpur",3,,,,0,Soil Stabilized,2,546.75,30000000
5,4,2,3,"Sundarbasti, Kapan, Sunderbasti, Kathmandu",0,5,3,0,14,Gravelled,1,1967.93,31500000
0,0,N/A,0,"Tikathali, Imadol, Lalitpur",0,3,3,0,0,Soil Stabilized,0.916666667,1283.43,14500000
0,0,N/A,0,"Bhangal, Bhangal, Kathmandu",0,3,2,0,0,Soil Stabilized,0.75,1197.87,17500000
5,2,3,0,"Near by kalikasthan temple, Thankot, Kathmandu",4,,,,16,Blacktopped,2,729,17500000
7,4,3,0,"Behind Swimming Pool, Imadol, Lalitpur",3,3,,,13,Soil Stabilized,2,1573.5,22500000
0,0,N/A,0,"MId Baneshwor, Mid Baneshwor, Kathmandu",0,3,5,0,13,Blacktopped,2,1454.55,35000000
4,3,3,3,"Dhapasi, Dhapasi, Kathmandu",0,10,0,0,12,Paved,0.333333333,3422.5,61000000
4,2,2,0,"Nagdhunga, Nagdhunga, Kathmandu",3,2,,,15,Soil Stabilized,2,1231.25,9500000
0,0,2.5,0,"Bhaisipati, Bhaisepati, Lalitpur",0,4,2,0,13,Paved,1,1540.12,31500000
6,4,3,1,"Lotesor, Koteshwor, Kathmandu",5,,,,13,Gravelled,1,911.25,38000000
6,3,2.5,1,"Nagarjun School, Goldhunga, Kathmandu",0,3,0,0,10,Gravelled,2,1026.75,16500000
0,0,N/A,0,"Tenzing chowk, Budhanilkantha, Kathmandu",0,3,2,2,13,Soil Stabilized,1,1240.65,21000000
5,3,2,3,"Bafal, Bafal, Kathmandu",0,4,0,0,13,Gravelled,3,1369,28500000
6,5,3,1,"Na, Tokha, Kathmandu",4,,,,13,Gravelled,2,729,29000000
3,3,3,3,"Naurangey, Bharatpur, Chitwan",10,,,,19.68504,Blacktopped,2,1822.5,13500000
4,4,3,2,"Kapan, Kapan, Kathmandu",3,2,,,0,Soil Stabilized,2,1231.25,15000000
0,0,3,0,"Dallu, Dallu, Kathmandu",0,4,3,0,13,Gravelled,1,1625.68,34000000
6,6,3,4,"Na, Basundhara, Kathmandu",8,,,,20,Blacktopped,2,1458,45000000
8,4,4,2,"242 Laligurash marg ghattekulo, namuna nagar, Dillibazar, Kathmandu",0,5,0,2,13.5,Blacktopped,1,1754.03,42500000
5,3,2.5,1,"Bhadrakali Petrol Pump, Imadol, Lalitpur",0,3,0,0,13,Gravelled,1,1026.75,22000000
0,0,N/A,0,"lokanthali, Lokanthali, Bhaktapur",0,3,2,0,13,Soil Stabilized,1,1197.87,18500000
5,2,2,3,"Jarankhu, Balaju, Kathmandu",0,3,2,2,13,Soil Stabilized,2,1240.65,14200000
0,0,N/A,0,"Suryabinayak, Suryabinayak, Bhaktapur",0,3,0,0,20,Gravelled,1,1026.75,11000000
0,0,N/A,0,"Kaski, Pokhara, Pokhara",0,7,2,0,15,Gravelled,2,2566.87,9500000
0,0,3,3,"Bhangal, Bhangal, Kathmandu",0,5,0,0,14,Gravelled,0.333333333,1711.25,35000000
5,5,3,1,"Na, Tokha, Kathmandu",3,1,,,13,Soil Stabilized,2,889,22000000
5,5,N/A,0,"Na, Baluwatar, Kathmandu",4,,,,9,Blacktopped,1,729,32000000
0,0,N/A,0,"House sale in Narayanthan, Budhanilkantha, Kathmandu",0,6,1,0,20,Soil Stabilized,1,2139.06,36000000
6,3,3,4,"Nearby Jyotinagar, Budhanilkantha, Kathmandu",6,,,,13,Soil Stabilized,2,1093.5,34000000
0,0,N/A,0,"Imadol, Imadol, Lalitpur",0,3,0,0,20,Soil Stabilized,1,1026.75,13600000
9,3,3,1,"50M away from Trisuli High way, Goldhunga, Kathmandu",0,3,2,0,13,Blacktopped,0.583333333,1197.87,17800000
0,0,N/A,0,"Bhangal, kathmandu, Bhangal, Kathmandu",0,5,0,0,0,Soil Stabilized,1,1711.25,40000000
0,0,N/A,0,"Kapan, Kapan, Kathmandu",0,3,2,0,0,Soil Stabilized,0.75,1197.87,16000000
0,0,2,0,"Nearby Kaski Modernize School, Pokhara, Pokhara",4,5,,,20,Soil Stabilized,2,2440.25,27000000
4,4,2,4,"Dhapasi, Basundhara, Kathmandu",16,,,,14,Blacktopped,2,2916,70000000
4,3,3,0,"Nayabasti, Imadol, Lalitpur",0,2,2,0,13,Gravelled,2,855.62,15000000
0,0,3,5,"Pachali, Bhairav, Teku, Kathmandu",1,,,,20,Blacktopped,2,182.25,70000000
0,0,N/A,0,"Shiva Marg, Koteshwor, Kathmandu",0,2,2,0,0,Soil Stabilized,0.916666667,855.62,19000000
4,4,3,2,"Sital Height, Imadol, Imadol, Lalitpur",0,3,2,0,13,Soil Stabilized,0.666666667,1197.87,22500000
6,6,3,1,"Na, Tokha, Kathmandu",4,,,,13,Blacktopped,2,729,29000000
6,5,4,0,"Khumaltar, Khumaltar, Lalitpur",0,6,1,0,13,Soil Stabilized,2,2139.06,37500000
5,4,2,0,"Galkhutar naranthan, Mandikatar, Kathmandu",5,,,,13,Blacktopped,0.333333333,911.25,35000000
0,0,N/A,0,"Duwakot, Duwakot, Bhaktapur",0,3,0,0,13,Soil Stabilized,0.666666667,1026.75,8000000
0,0,N/A,3,"NA, Hattigauda, Kathmandu",6,5,,,18,Blacktopped,2,2804.75,33000000
0,0,N/A,0,"Goldhunga, Goldhunga, Kathmandu",10,,,,15,Soil Stabilized,2,1822.5,25000000
0,0,N/A,0,"Bista gaun, Kirtipur, Kathmandu",0,4,3,0,16,Soil Stabilized,1,1625.68,18000000
6,3,N/A,0,"Nearby, Musiam, Chhauni, Kathmandu",3,3,1,,11,Blacktopped,2,1659.06,22500000
0,0,N/A,0,"Itahari, Itahari, Sunsari",10,,,,0,Soil Stabilized,0.916666667,1822.5,8000000
5,2,2.5,2,"chhauni, Chhauni, Kathmandu",0,4,2,2,8,Paved,1,1582.9,27000000
0,0,5,0,"Putalisadak, Putalisadak, Kathmandu",0,2,2,0,14,Blacktopped,1,855.62,50000000
2,1,1.5,1,"Nearby Green hill city, Imadol, Lalitpur",0,2,2,0,16,Gravelled,2,855.62,11000000
7,8,2,4,"Tahachal, Tahachal, Kathmandu",0,5,2,0,15,Concrete,1,1882.37,55000000
0,0,N/A,0,"Nakhu, Nakkhu, Lalitpur",0,3,2,3,20,Blacktopped,1,1262.04,27000000
0,0,N/A,1,"jharankhu, Dharmasthali, Kathmandu",0,2,2,0,12,Blacktopped,2,855.62,13500000
0,0,N/A,0,"Dhapasi, Dhapasi, Kathmandu",0,2,5,0,13,Soil Stabilized,2,1112.3,12500000
5,3,2,1,"Syano Bharyang, Swayambhu, Kathmandu",6,,,,13,Gravelled,0.583333333,1093.5,50000000
0,0,N/A,0,"Dallu, Dallu, Kathmandu",0,2,2,0,0,Soil Stabilized,0.916666667,855.62,13500000
0,3,3,2,"Budhanilkantha-2, Budhanilkantha, Kathmandu",5,5,,,15,Paved,0.583333333,2622.5,37500000
0,0,2,0,"Thashikhel-5,  Near Open University Manbhawan, Amar Colony, Thasikhel, Lalitpur",4,,,,21,Blacktopped,2,729,46500000
5,5,3,2,"Na, Naya Bazar, Kathmandu",5,,,,20,Blacktopped,2,911.25,35000000
2,1,1,0,"Sitapakha, Imadol, Lalitpur",0,3,3,3,13,Gravelled,2,1347.6,13000000
0,3,3,1,"Imadol, near tempo park, Imadol, Lalitpur",0,4,0,0,12,Soil Stabilized,2,1369,21000000
7,6,4,1,"Banasthali, Banasthali, Kathmandu",0,5,0,0,16,Blacktopped,2,1711.25,37000000
6,6,3,2,"NA, Hattigauda, Kathmandu",5,,,,14,Blacktopped,2,911.25,26500000
2,1,2,1,"Dotel Dairy, Gothatar, Gothatar, Kathmandu",0,3,1,0,13,Blacktopped,0.666666667,1112.31,15800000
7,3,N/A,0,"Imadol, Imadol, Lalitpur",0,2,2,2,16,Soil Stabilized,0.75,898.4,18000000
0,0,2,1,"Bhangal, Bhangal, Kathmandu",0,3,0,0,12,Soil Stabilized,0.75,1026.75,18500000
0,0,N/A,0,"Imadol, Imadol, Lalitpur",0,2,2,0,13,Soil Stabilized,0.75,855.62,16500000
0,0,N/A,0,"Kulesowor, Balkhu, Kathmandu",3,,,,0,Gravelled,1,546.75,15000000
7,0,3,2,"House, Ekatabasti, Kathmandu",4,5,,,13,Blacktopped,2,2440.25,27500000
5,2,2,0,"Thapathali, Thapathali, Kathmandu",0,4,3,3,14,Soil Stabilized,3,1689.85,40100000
4,4,3,1,"Buddha Colony, Buddha Party Palace, Imadol, Imadol, Lalitpur",0,3,2,0,13,Gravelled,0.5,1197.87,22500000
0,0,N/A,0,"Bhangal, Budhanilkantha, Kathmandu",0,3,2,0,15,Soil Stabilized,1,1197.87,23000000
2,1,1,1,"Banbatika, Thali, Kathmandu",0,4,0,0,18,Gravelled,1,1369,15000000
0,0,N/A,0,"Suchyatar, Kalanki, Kathmandu",0,4,2,0,0,Soil Stabilized,0.916666667,1540.12,19700000
0,0,N/A,0,"Dhapakhel, Dhapakhel, Lalitpur",0,3,2,0,0,Soil Stabilized,0.916666667,1197.87,13000000
0,0,N/A,0,"Rudreshwor Chowk Bus Stop, Budhanilkantha, Kathmandu",9,,,,15,Blacktopped,2,1640.25,49500000
0,0,N/A,0,"Narayantar, Gokarneshwor, Kathmandu",0,4,2,0,0,Soil Stabilized,0.916666667,1540.12,32500000
5,3,2.5,3,"Bafal, Bafal, Kathmandu",0,3,2,0,13,Blacktopped,1,1197.87,22500000
0,0,N/A,0,"Sundarbasti, Suryabinayak, Bhaktapur",6,,,,20,Paved,1,1093.5,20000000
4,4,3,1,"Sital Height, Imadol, Imadol, Lalitpur",0,3,0,0,13,Gravelled,0.666666667,1026.75,21500000
5,0,N/A,1,"Na, Budhanilkantha, Kathmandu",4,,,,14,Gravelled,1,729,28500000
9,3,3,0,"Narayantar, Jorpati, Kathmandu",3,,,,10,Gravelled,2,546.75,16500000
5,4,3,1,"Thapa chowk, Sitapaila, Kathmandu",0,4,1,1,13,Soil Stabilized,3,1475.95,25500000
0,0,N/A,0,"Best Venue (Previously Hira Ratna Cinema), Kalopul, Kathmandu",0,3,3,0,10,Blacktopped,2,1283.43,29000000
4,4,N/A,1,"Sainbu, Bhaisepati, Lalitpur",0,6,0,0,20,Blacktopped,2,2053.5,37100000
5,5,3,1,"Na, Budhanilkantha, Kathmandu",4,5,,,14,Paved,2,2440.25,31000000
5,2,2.5,3,"Raniban, Raniban, Kathmandu",0,4,2,0,15,Concrete,1,1540.12,30000000
5,6,3,3,"Na, Budhanilkantha, Kathmandu",6,,,,13,Paved,2,1093.5,45000000
0,0,N/A,0,"Budhanilkantha, Kathmandu, Budhanilkantha, Kathmandu",0,4,2,0,13,Soil Stabilized,1,1540.12,26500000
0,0,N/A,0,"Imadol, Imadol, Lalitpur",0,4,1,0,12,Soil Stabilized,0.666666667,1454.56,22500000
5,3,2.5,1,"Opposite of Green Hill City, Imadol, Lalitpur",0,3,0,0,13,Gravelled,1,1026.75,20000000
5,5,3,0,"Maharajgunj, Maharajgunj, Kathmandu",9,,,,13,Blacktopped,2,1640.25,70000000
6,6,3,5,"Budhanilkantha, Budhanilkantha, Kathmandu",8,,,,20,Soil Stabilized,0.666666667,1458,35000000
4,3,3,1,"Chandragiri-12, Chandragiri, Kathmandu",0,2,2,0,13,Gravelled,1,855.62,12900000
6,5,3,3,"Bhimsengola, Bhimsengola, Baneshwor, Kathmandu",0,4,0,0,15,Blacktopped,2,1369,38700000
0,0,N/A,0,"Thali, Thali, Kathmandu",0,3,2,2,0,Soil Stabilized,0.916666667,1240.65,11000000
6,3,2.5,6,"Inside Narayani Petrol pump, Bafal, Kathmandu",0,4,0,0,16,Blacktopped,1,1369,31000000
10,4,3,0,"Rupandehi, Butwal, Butwal",7,,,,20,Gravelled,2,1275.75,25000000
0,0,N/A,0,",Mandikatar, Mandikatar, Kathmandu",0,3,3,0,13,Soil Stabilized,0.916666667,1283.43,15700000
0,0,N/A,0,"Kadaghari, Kadaghari, Kathmandu",0,3,2,0,20,Soil Stabilized,0.666666667,1197.87,23000000
0,0,N/A,0,"Bhangal, Bhangal, Kathmandu",4,,,,14,Soil Stabilized,2,729,24500000
0,0,N/A,0,"Kapan, Kapan, Kathmandu",0,3,2,0,13,Soil Stabilized,0.75,1197.87,21500000
0,0,N/A,0,"Biratnagar, Biratnagar, Morang",4,,,,20,Paved,1,729,50000000
4,3,2.5,3,"Gongabu Ring Road, Baniyatar, Kathmandu",0,2,3,2,15,Blacktopped,1,983.96,19000000
4,4,3,2,"Binayak tol , Imadol E Block, Mahalaxmisthan, Lalitpur",4,,,,13,Soil Stabilized,0.166666667,729,26500000
0,0,N/A,0,"Shantinagar, Shantinagar, Kathmandu",0,6,0,0,0,Soil Stabilized,0.666666667,2053.5,39000000
4,5,2.5,1,"Nayabasti, Imadol, Lalitpur",0,4,0,0,20,Gravelled,2,1369,21000000
3,3,N/A,0,"Shreetole Height home, Basundhara, Kathmandu",3,,,,12,Soil Stabilized,2,546.75,19900000
0,0,N/A,4,"Rudhreshwor Chowk, Budhanilkantha, Kathmandu",8,,,,16,Gravelled,2,1458,47500000
0,0,3,0,"Lazimpat, Lazimpat, Kathmandu",6,,,,10,Soil Stabilized,2,1093.5,30000000
0,0,3,0,"Hattigauda, Hattigauda, Kathmandu",6,,,,20,Soil Stabilized,2,1093.5,37500000
6,3,3,2,"Near ICIMOD, Dhapakhel, Lalitpur, Dhapakhel, Lalitpur",0,5,0,0,13,Blacktopped,0.166666667,1711.25,28000000
6,4,3,1,"Mandikatar, Mandikatar, Kathmandu",3,1,,,13,Blacktopped,2,889,19900000
0,0,N/A,0,"Naikap, Naikap, Kathmandu",0,5,0,0,13,Soil Stabilized,1,1711.25,19200000
0,0,3,0,"Dhungedhara, Dhungedhara, Kathmandu",4,,,,12,Soil Stabilized,2,729,23000000
0,0,N/A,0,"Mulpani, Mulpani, Kathmandu",0,2,2,0,13,Soil Stabilized,0.666666667,855.62,9500000
0,0,2,0,"Near Kantipur Colony, Nakhipot, Lalitpur",3,2,,,0,Soil Stabilized,2,1231.25,15100000
7,3,3,1,"New Baneshwor, Shantinagar, Kathmandu",0,7,3,0,13,Blacktopped,2,2652.43,43500000
4,4,2,4,"Manahari, Hetauda, Makwanpur",0,4,0,0,14,Paved,2,1369,20000000
5,4,N/A,1,"I.J pioneer school, Hattiban, Lalitpur",0,4,3,0,16,Gravelled,2,1625.68,37500000
4,1,1,0,"Tikathali, Tikathali, Lalitpur",3,2,,,10,Soil Stabilized,2,1231.25,9000000
6,6,3,1,"Na, Budhanilkantha, Kathmandu",4,,,,13,Paved,2,729,26500000
3,3,3,1,"Harisiddhi, Harisiddhi, Lalitpur",0,3,0,3,18,Soil Stabilized,2,1090.92,20000000
7,4,3,2,"Sangam phat, Futung(opposite Bhatkeko pul), Tarkeshwor, Kathmandu",5,1,,,12,Gravelled,1,1253.5,25000000
2,3,3,0,"Basundhara, Basundhara, Kathmandu",5,,,,14,Blacktopped,2,911.25,37500000
5,5,3,2,"Manahara, Pepsicola, Kathmandu, Pepsicola, Kathmandu",0,3,2,0,11,Gravelled,0.416666667,1197.87,23000000
6,4,3,4,"Madole, Sitapaila, Kathmandu",0,6,0,0,10,Soil Stabilized,1,2053.5,29000000
0,0,N/A,0,"Bageshwori, Changunarayan, Bhaktapur",0,4,0,0,20,Gravelled,1,1369,2600000
0,0,N/A,0,"Hattigauda, Ganesh chowk, Budhanilkantha, Kathmandu",0,4,0,0,0,Soil Stabilized,1,1369,32000000
0,0,N/A,0,"Katunje, Bhaktapur, Bhaktapur",0,4,0,0,10,Soil Stabilized,0.666666667,1369,11000000
0,0,N/A,0,"Manamaiju, Manamaiju, Kathmandu",0,3,0,0,0,Soil Stabilized,0.916666667,1026.75,16000000
5,6,3,3,"Na, Budhanilkantha, Kathmandu",6,,,,18,Blacktopped,1,1093.5,47500000
5,5,3,1,"na, Bhangal, Kathmandu",3,5,,,14,Gravelled,2,2258,17900000
6,5,3,2,"New Colony, Ganesh Chowk, Budhanilkantha, Kathmandu, Budhanilkantha, Kathmandu",0,4,0,0,13,Gravelled,0.666666667,1369,37500000
2,1,2,1,"Bashundhara, Kathmandu, Basundhara, Kathmandu",0,5,5,0,12,Soil Stabilized,0.416666667,2139.05,35000000
5,5,3,1,"Sundarbasti, Bhangal, Kathmandu",3,5,,,13,Gravelled,2,2258,21500000
0,0,N/A,0,"Imadol, Imadol, Lalitpur",0,3,0,0,0,Soil Stabilized,0.916666667,1026.75,21500000
5,3,2.5,2,"Kantipur college, Lubhu, Lalitpur",0,3,2,0,20,Blacktopped,2,1197.87,17000000
5,5,3,1,"Na, Kapan, Kathmandu",3,2,,,13,Blacktopped,2,1231.25,18200000
4,4,N/A,0,"Budhanilkantha, Budhanilkantha, Kathmandu",0,8,1,2,13,Blacktopped,0.166666667,2866.34,55000000
0,0,N/A,0,"Bista gaun, Kadaghari, Kathmandu",0,4,0,0,0,Soil Stabilized,0.916666667,1369,23500000
5,4,3,0,"Hattigauda, Hattigauda, Kathmandu",5,,,,15,Gravelled,2,911.25,32000000
7,7,3,4,"Na, Dhapasi, Kathmandu",12,,,,20,Blacktopped,2,2187,69000000
6,5,3,1,"Payutar, Kapan, Kathmandu",5,,,,14,Gravelled,2,911.25,22000000
5,4,2.5,1,"Sital Height, Imadol, Lalitpur",0,4,0,2,13,Gravelled,1,1411.78,23500000
4,4,2,2,"Bhalwari, Sakhuwani, Bewara, Tillotama, Butwal",0,1,10,,20,Gravelled,0.833333333,1197.85,30000000
0,4,3,1,"Ochu Height, Imadol, Lalitpur",3,1,2,,13,Gravelled,2,1060.12,19000000
0,0,3,0,"Harsala Toll, Tarahara, Sunsari",15,,,,15,Blacktopped,2,2733.75,15000000
0,0,N/A,0,"Dhumbarahi Temple, Dhumbarahi, Kathmandu",0,2,3,0,10,Blacktopped,2,941.18,19000000
0,0,2,0,"New Baneshwor, Baneshwor, Kathmandu",8,2,,,24,Gravelled,2,2142.5,55000000
3,4,6,1,"Thanabahal, Chikanmugal-23, Basantapur, Kathmandu, Nepal, Basantapur, Kathmandu",0,1,0,0,10,Paved,0.583333333,342.25,22500000
0,0,N/A,0,"mulpani, Mulpani, Kathmandu",0,3,0,0,24,Soil Stabilized,1,1026.75,13500000
4,3,N/A,3,"Sukhedhara, Sukedhara, Kathmandu",0,7,0,0,16,Paved,0.008219178,2395.75,70000000
0,0,N/A,0,"Makalbari, Makalbari, Kathmandu",0,3,0,0,12,Soil Stabilized,0.666666667,1026.75,12500000
4,5,3,3,"Na, Golfutar, Kathmandu",9,,,,15,Soil Stabilized,2,1640.25,47500000
0,0,N/A,0,"Kadaghari, Kadaghari, Kathmandu",0,3,2,0,11,Soil Stabilized,0.916666667,1197.87,17500000
4,4,3,3,"kusunti, Kusunti, Lalitpur",0,5,2,2,13,Blacktopped,1,1925.15,36500000
5,6,3,3,"Maharajgunj, Maharajgunj, Kathmandu",6,5,,,15,Blacktopped,2,2804.75,65000000
0,0,N/A,0,"Itahari, Itahari, Sunsari",9,,,,20,Blacktopped,2,1640.25,15000000
0,0,2,0,"dhapasi ,ktm, Tokha, Kathmandu",2,6,,,8,Soil Stabilized,1,2418,14300000
0,0,N/A,0,"sanogaun, Sano Gaun, Lalitpur",0,3,0,0,13,Soil Stabilized,1,1026.75,15500000
0,0,N/A,0,"kalanki, Naikap, Kathmandu",0,3,2,0,13,Soil Stabilized,1,1197.87,16500000
0,0,N/A,0,"Duwakot, Duwakot, Bhaktapur",0,3,0,0,0,Soil Stabilized,0.916666667,1026.75,11500000
4,5,3,1,"N, Chandol, Kathmandu",4,,,,16,Blacktopped,1,729,33500000
0,0,N/A,0,"kadaghari, Kadaghari, Kathmandu",0,3,0,0,13,Soil Stabilized,1,1026.75,17000000
6,5,3,2,"Na, Hattigauda, Kathmandu",5,,,,13,Blacktopped,1,911.25,31000000
0,0,N/A,0,"Tikathali, Tikathali, Lalitpur",0,2,3,0,13,Soil Stabilized,0.666666667,941.18,12500000
5,7,3,2,"NA, Budhanilkantha, Kathmandu",6,,,,14,Blacktopped,1,1093.5,36000000
5,4,N/A,2,"House sale chandol banla, Chandol, Kathmandu",0,5,3,0,15,Gravelled,1,1967.93,42500000
6,0,N/A,0,"Near, Grandy, Tokha, Kathmandu",4,,,,12,Soil Stabilized,2,729,14000000
0,0,3,0,"Raniban, Raniban, Kathmandu",0,4,0,0,18,Soil Stabilized,0.25,1369,28500000
5,0,3,2,"Na, Budhanilkantha, Kathmandu",4,,,,13,Gravelled,1,729,30000000
5,4,3,2,"Narephant Jadibuti Koteshwor, Narephate, Kathmandu",0,4,1,0,12,Paved,1,1454.56,50000000
6,6,3,3,"Na, Sukedhara, Kathmandu",6,,,,20,Blacktopped,2,1093.5,45000000
0,0,N/A,0,"Jorpati, Jorpati, Kathmandu",0,2,0,0,0,Soil Stabilized,0.916666667,684.5,18000000
4,4,2,1,"Imadol, Baghdol, Lalitpur",0,3,2,3,20,Gravelled,2,1262.04,19500000
6,0,3,5,"Na, Mandikatar, Kathmandu",3,,,,13,Gravelled,2,546.75,18200000
0,0,N/A,0,"akatabasti, Kapan, Kathmandu",0,3,0,0,13,Blacktopped,2,1026.75,18200000
6,6,3,2,"Na, Bhangal, Kathmandu",4,,,,14,Gravelled,2,729,27500000
6,7,N/A,1,"Bhim Nidhi Tiwari Marg, Pingalasthan, Gaushala, Kathmandu",0,5,0,0,20,Blacktopped,0.166666667,1711.25,45000000
0,0,N/A,0,"Shivachowk, Jorpati, Kathmandu",0,4,0,0,14,Soil Stabilized,1,1369,25000000
0,0,N/A,0,"Shiva Chowk, Jorpati, Kathmandu",0,6,0,0,10,Soil Stabilized,0.666666667,2053.5,28000000
0,0,3,0,"Manamaiju, Manamaiju, Kathmandu",5,5,,,13,Soil Stabilized,2,2622.5,25000000
4,4,2,0,"Bhatkeko Party, Kirtipur, Kathmandu",6,,,,20,Soil Stabilized,3,1093.5,18000000
0,0,N/A,0,"Bhaisepati, Bhaisepati, Lalitpur",0,3,3,3,20,Soil Stabilized,1,1347.6,39500000
0,0,N/A,0,"Imadol, Setipakha, Imadol, Lalitpur",3,,,,0,Gravelled,1,546.75,16000000
4,2,2,2,"Kimdol, Swayambhu, Kathmandu",3,1,,,18,Soil Stabilized,2,889,21000000
6,3,3,1,"Near Tikathali Wada Bhawan, Tikathali, Lalitpur",0,3,0,0,10,Soil Stabilized,1,1026.75,16500000
5,2,3,2,"Samakhusi, Samakhusi, Kathmandu",0,3,1,1,0,Soil Stabilized,2,1133.7,25500000
0,0,2,0,"Damak, Damak, Jhapa",21,,,,15,Gravelled,2,3827.25,19000000
6,6,3,1,"NA, Samakhusi, Kathmandu",4,,,,15,Blacktopped,1,729,32000000
4,5,2,3,"Hattigauda, Hattigauda, Kathmandu",0,5,0,0,22,Gravelled,0.25,1711.25,26000000
2,1,1.5,1,"Nearby  Panityanki, Tikathali, Lalitpur",0,3,3,1,13,Gravelled,2,1304.82,12500000
9,4,3,1,"Thapagau, Baneshwor, Kathmandu",0,4,0,0,10,Blacktopped,1,1369,27000000
0,0,N/A,0,"Tarkeshwor, Tarkeshwor, Kathmandu",0,2,2,0,0,Soil Stabilized,0.916666667,855.62,11500000
0,0,N/A,0,"Har Har Mahadev, Kageshwari-Manohara, Kathmandu",0,3,0,0,13,Gravelled,1,1026.75,16000000
0,0,N/A,0,"Aakashaydhara, Kapan, Kathmandu",3,,,,13,Blacktopped,2,546.75,15000000
0,0,N/A,0,"Kadaghari, Kadaghari, Kathmandu",0,3,0,0,13,Soil Stabilized,0.916666667,1026.75,19200000
0,0,N/A,0,"Sukedhara, Sukedhara, Kathmandu",0,4,0,0,13,Soil Stabilized,0.916666667,1369,19500000
3,3,2,2,"Sirutar Futsal, Sirutar, Balkot, Bhaktapur, Sirutar, Bhaktapur",0,5,0,0,13,Paved,0.583333333,1711.25,26000000
0,0,N/A,0,"Imadol, Imadol, Lalitpur",0,4,0,0,13,Soil Stabilized,1,1369,24500000
4,3,N/A,2,"Bhudanilkantha, Budhanilkantha, Kathmandu",0,6,0,0,12,Paved,0.333333333,2053.5,47000000
5,4,2,4,"Hattiban, Hattiban, Lalitpur",0,5,0,0,14,Blacktopped,1,1711.25,46000000
0,0,N/A,0,"Lalitpur, Lalitpur, Lalitpur",0,3,1,1,0,Soil Stabilized,0.916666667,1133.7,23000000
0,0,N/A,0,"Tudaldevi, Baluwatar, Kathmandu",0,5,2,0,10,Soil Stabilized,0.666666667,1882.37,39000000
6,5,3,1,"Na, Kapan, Kathmandu",4,,,,16,Blacktopped,2,729,27500000
0,3,N/A,2,"Tokha, Tokha, Kathmandu",0,4,0,0,14,Gravelled,0.083333333,1369,23000000
5,3,2.5,1,"Nearby Cozy Homes, Imadol, Lalitpur",0,3,1,0,20,Gravelled,2,1112.31,19500000
3,3,3,4,"Balaju, Boratar, Kathmandu MPC Ward no -16, Balaju, Kathmandu",6,,,,14,Gravelled,1,1093.5,25000000
0,0,3,0,"Wai-Wai Noodles Factory, Bhaisepati, Lalitpur",0,5,2,0,12,Gravelled,2,1882.37,25000000
7,4,3.5,1,"Darjeling Height, Sipadol, Bhaktapur",0,3,0,0,20,Gravelled,2,1026.75,19000000
2,2,N/A,0,"123, Goldhunga, Kathmandu",2,3,,,0,Gravelled,0.916666667,1391.25,9000000
0,0,N/A,0,"Makalbari, Makalbari, Kathmandu",0,3,0,0,12,Soil Stabilized,0.666666667,1026.75,9500000
